,Unnamed: 0,id,time_created,labeler_id,area,gables,gutters,roof_type,building_type,slope
39,39,76,2020-08-15 02:44:43,4,"MULTIPOLYGON (((48.40922855144451 11.98676916417266, 48.40925614865674 11.98696228322173, 48.40919472258334 11.98696898874427, 48.40914130854615 11.98699983414794, 48.40911193080181 11.98680671509887, 48.40916801557175 11.98677855190421, 48.40922855144451 11.98676916417266)))","MULTILINESTRING ((48.40916801557175 11.98677855190421, 48.40919472258334 11.98696898874427))","MULTILINESTRING ((48.40922855144451 11.98676916417266, 48.40925614865674 11.98696228322173), (48.40911193080181 11.98680671509887, 48.40914130854615 11.98699983414794))",Gabled,Residential,35.0
40,40,77,2020-08-15 02:46:40,4,"MULTIPOLYGON (((48.40837963102278 11.98751425399554, 48.40834847234184 11.98757594480288, 48.40832443563205 11.98765372886431, 48.40846598498161 11.98778247489703, 48.4084918021161 11.98769396199954, 48.4085211802187 11.98763093008769, 48.40837963102278 11.98751425399554)))","MULTILINESTRING ((48.40834847234184 11.98757594480288, 48.40849625334484 11.98769127979052))","MULTILINESTRING ((48.40837963102278 11.98751425399554, 48.4085211802187 11.98763093008769), (48.40846598498161 11.98778247489703, 48.40832443563205 11.98765372886431))",Gabled,Residential,35.0
41,41,78,2020-08-15 02:48:09,4,"MULTIPOLYGON (((48.40822229555804 11.98738596328772, 48.40819914903954 11.98744899519957, 48.40817867326441 11.98752409705199, 48.40828105205765 11.98761126884497, 48.40829885704413 11.98753616699256, 48.40832645476087 11.98747849949874, 48.40822229555804 11.98738596328772)))","MULTILINESTRING ((48.40819914903954 11.98744899519957, 48.40829885704413 11.98753616699256))","MULTILINESTRING ((48.40817867326441 11.98752409705199, 48.40828105205765 11.98761126884497), (48.40822229555804 11.98738596328772, 48.40832645476087 11.98747849949874))",Gabled,Residential,35.0
42,42,79,2020-08-15 02:49:35,4,"MULTIPOLYGON (((48.40752751221536 11.98503008785778, 48.40732008058997 11.98517492714459, 48.40733966644483 11.98523930016094, 48.40736370362006 11.98531574311787, 48.40757380585318 11.98517090383107, 48.40755065903952 11.98509177866513, 48.40752751221536 11.98503008785778)))","MULTILINESTRING ((48.40755065903952 11.98509177866513, 48.40733966644483 11.98523930016094))","MULTILINESTRING ((48.40757380585318 11.98517090383107, 48.40736370362006 11.98531574311787), (48.40752751221536 11.98503008785778, 48.40732008058997 11.98517492714459))",Gabled,Residential,35.0
43,43,60,2020-08-15 02:10:41,4,"MULTIPOLYGON (((48.41152238688118 11.98834525167197, 48.41161051588573 11.98855982839316, 48.4115544338096 11.9886027437374, 48.41151437514594 11.98864431797713, 48.41148499877249 11.98856921612471, 48.41146808509525 11.98858396827429, 48.41141111266736 11.98844851671904, 48.4114645243204 11.98839353143424, 48.41152238688118 11.98834525167197)))","MULTILINESTRING ((48.4114645243204 11.98839353143424, 48.4115544338096 11.9886027437374))","MULTILINESTRING ((48.41141111266736 11.98844851671904, 48.41146808509525 11.98858396827429), (48.41152238688118 11.98834525167197, 48.41161051588573 11.98855982839316))",Gabled,Residential,35.0
44,44,65,2020-08-15 02:27:49,4,"MULTIPOLYGON (((48.40901221164469 11.98391483615731, 48.4090166628279 11.98401676009988, 48.4090246749567 11.98414282392358, 48.40874603018064 11.98418573926782, 48.40873534728345 11.98405833433961, 48.4087317863172 11.98395506929254, 48.40901221164469 11.98391483615731)))","MULTILINESTRING ((48.4090166628279 11.98401676009988, 48.40873534728345 11.98405833433961))","MULTILINESTRING ((48.4090246749567 11.98414282392358, 48.40874603018064 11.98418573926782), (48.40901221164469 11.98391483615731, 48.4087317863172 11.98395506929254))",Gabled,Unknown,35.0
45,45,72,2020-08-15 02:36:36,4,"MULTIPOLYGON (((48.40848126609733 11.98626226808168, 48.4084848270811 11.98640710736848, 48.40843319279197 11.98639637853242, 48.4083860096888 11.98640710736848, 48.40838155845039 11.98626495029069, 48.40842874155768 11.98625422145463, 48.40848126609733 11.98626226808168)))","MULTILINESTRING ((48.40842874155768 11.98625422145463, 48.40843319279197 11.98639637853242))","MULTILINESTRING ((48.40848126609733 11.98626226808168, 48.4084848270811 11.98640710736848), (48.40838155845039 11.98626495029069, 48.4083860096888 11.98640710736848))",Gabled,Residential,35.0
46,46,74,2020-08-15 02:39:46,4,"MULTIPOLYGON (((48.40958987999441 11.98385213613082, 48.40960412361751 11.98415254354049, 48.40916256944662 11.98437784909774, 48.40909491161396 11.98440198897888, 48.40907710690618 11.98412035703231, 48.40906286313547 11.98383604287673, 48.40916434991467 11.98382799624969, 48.40916969131851 11.98391114472915, 48.40958987999441 11.98385213613082)))","MULTILINESTRING ((48.40916969131851 11.98391114472915, 48.40913230147997 11.98391650914718), (48.40913230147997 11.98391650914718, 48.40914120382499 11.98411231040527), (48.40914120382499 11.98411231040527, 48.40907710690618 11.98412035703231), (48.40914120382499 11.98411231040527, 48.40916256944662 11.98437784909774))",,Flat,Commercial,35.0
47,47,80,2020-08-15 03:00:55,4,"MULTIPOLYGON (((48.41266896692804 11.97785408152467, 48.41269923278961 11.97798282755739, 48.4127312789763 11.9781303490532, 48.4124125965546 11.97829262269861, 48.41238233052243 11.97814376009828, 48.41235295465044 11.97802306069261, 48.41266896692804 11.97785408152467)))","MULTILINESTRING ((48.41269923278961 11.97798282755739, 48.41238233052243 11.97814376009828))","MULTILINESTRING ((48.4127312789763 11.9781303490532, 48.4124125965546 11.97829262269861), (48.41266896692804 11.97785408152467, 48.41235295465044 11.97802306069261))",Gabled,Unknown,35.0
48,48,81,2020-08-15 03:02:41,4,"MULTIPOLYGON (((48.41291100151916 11.97889124105397, 48.41300446911804 11.97931771228734, 48.41294215740455 11.97932575891438, 48.41287445022732 11.97938248515129, 48.41277480556755 11.97896500180188, 48.41284601918253 11.97890062878552, 48.41291100151916 11.97889124105397)))","MULTILINESTRING ((48.41284601918253 11.97890062878552, 48.41294215740455 11.97932575891438))","MULTILINESTRING ((48.41291100151916 11.97889124105397, 48.41300446911804 11.97931771228734), (48.41277480556755 11.97896500180188, 48.41287445022732 11.97938248515129))",Gabled,Residential,35.0
49,49,82,2020-08-15 03:05:07,4,"MULTIPOLYGON (((48.40869416036897 11.9884651053655, 48.40874045294481 11.98850533850072, 48.40879564788398 11.98856702930807, 48.40872442859639 11.98874405510305, 48.40868425179121 11.98883593082428, 48.40864608726483 11.98879501707433, 48.40861403850352 11.98876685387967, 48.408647867751 11.98867163545965, 48.40862472142621 11.9886448133695, 48.40869416036897 11.9884651053655)))","MULTILINESTRING ((48.40874045294481 11.98850533850072, 48.40867000791045 11.98868304491043), (48.408647867751 11.98867163545965, 48.40867000791045 11.98868304491043), (48.40867000791045 11.98868304491043, 48.40868347746087 11.98869711644529), (48.40868347746087 11.98869711644529, 48.40872442859639 11.98874405510305), (48.40868347746087 11.98869711644529, 48.40864608726483 11.98879501707433))","MULTILINESTRING ((48.40879564788398 11.98856702930807, 48.40872442859639 11.98874405510305), (48.40872442859639 11.98874405510305, 48.40868425179121 11.98883593082428), (48.408647867751 11.98867163545965, 48.40861403850352 11.98876685387967), (48.40869416036897 11.9884651053655, 48.40862472142621 11.9886448133695))",Gabled,Residential,35.0
50,50,83,2020-08-15 03:06:23,4,"MULTIPOLYGON (((48.40854753986986 11.98875260871087, 48.40857157647417 11.98878345411454, 48.40860362526226 11.98882636945878, 48.40854575938019 11.98893499892388, 48.40851103981936 11.98889610689317, 48.40848611294054 11.98887062590753, 48.40854753986986 11.98875260871087)))","MULTILINESTRING ((48.40857157647417 11.98878345411454, 48.40851103981936 11.98889610689317))","MULTILINESTRING ((48.40860362526226 11.98882636945878, 48.40854575938019 11.98893499892388), (48.40854753986986 11.98875260871087, 48.40848611294054 11.98887062590753))",Gabled,Residential,35.0
51,51,84,2020-08-15 03:07:29,4,"MULTIPOLYGON (((48.40957141758278 11.9926115073792, 48.40959456347667 11.99273488899388, 48.40955361304185 11.99274561782994, 48.4095188941691 11.99276707550206, 48.40949485801254 11.99264369388738, 48.40953224758451 11.99262491842427, 48.40957141758278 11.9926115073792)))","MULTILINESTRING ((48.40953224758451 11.99262491842427, 48.40955361304185 11.99274561782994))","MULTILINESTRING ((48.40957141758278 11.9926115073792, 48.40959456347667 11.99273488899388), (48.40949485801254 11.99264369388738, 48.4095188941691 11.99276707550206))",Gabled,Residential,35.0
52,52,86,2020-08-15 03:10:45,4,"MULTIPOLYGON (((48.41015785712518 11.98991572325579, 48.41010889518728 11.98995059197298, 48.41005726254712 11.99000960057131, 48.41013471148768 11.9902054018294, 48.41018545383308 11.99015578096262, 48.4102397569887 11.99012091224543, 48.41015785712518 11.98991572325579)))","MULTILINESTRING ((48.41010889518728 11.98995059197298, 48.41018545383308 11.99015578096262))","MULTILINESTRING ((48.41015785712518 11.98991572325579, 48.4102397569887 11.99012091224543), (48.41005726254712 11.99000960057131, 48.41013471148768 11.9902054018294))",Gabled,Residential,35.0
53,53,87,2020-08-15 03:12:59,4,"MULTIPOLYGON (((48.41098600648561 11.99280286081194, 48.41106078340928 11.99302146084665, 48.41100113991951 11.99305901177286, 48.41095039838807 11.99311399705766, 48.410874731098 11.99289271481394, 48.41092903351758 11.99283638842462, 48.41098600648561 11.99280286081194)))","MULTILINESTRING ((48.41092903351758 11.99283638842462, 48.41100113991951 11.99305901177286))","MULTILINESTRING ((48.41098600648561 11.99280286081194, 48.41106078340928 11.99302146084665), (48.410874731098 11.99289271481394, 48.41095039838807 11.99311399705766))",Gabled,Residential,35.0
54,54,88,2020-08-15 03:14:22,4,"MULTIPOLYGON (((48.41030107875423 11.98925717221173, 48.41031888303348 11.98915122495564, 48.41045953662024 11.98921693907651, 48.41044618344834 11.98930142866048, 48.41043888933265 11.98929861187935, 48.41040612391159 11.98947040782842, 48.41031532217814 11.98943553911122, 48.41034826008057 11.98927326546582, 48.41030107875423 11.98925717221173)))",,,Flat,Residential,35.0
55,55,89,2020-08-15 03:15:45,4,"MULTIPOLYGON (((48.41027805304223 11.98987636838626, 48.41032701481727 11.98983211193752, 48.41037063526807 11.98979053769779, 48.41045164457741 11.99000109110546, 48.41040446334701 11.99002925430011, 48.41035372122018 11.9900815573759, 48.41027805304223 11.98987636838626)))","MULTILINESTRING ((48.41032701481727 11.98983211193752, 48.41040446334701 11.99002925430011))","MULTILINESTRING ((48.41037063526807 11.98979053769779, 48.41045164457741 11.99000109110546), (48.41027805304223 11.98987636838626, 48.41035372122018 11.9900815573759))",Gabled,Residential,35.0
56,56,90,2020-08-15 03:17:57,4,"MULTIPOLYGON (((48.4097905551858 11.9899100067277, 48.40984663920731 11.9901084901948, 48.4097941160779 11.99013397118044, 48.40974159289423 11.99018493315172, 48.40968105763219 11.98998779078913, 48.40973714177447 11.98993816992235, 48.4097905551858 11.9899100067277)))","MULTILINESTRING ((48.40973714177447 11.98993816992235, 48.4097941160779 11.99013397118044))","MULTILINESTRING ((48.4097905551858 11.9899100067277, 48.40984663920731 11.9901084901948), (48.40968105763219 11.98998779078913, 48.40974159289423 11.99018493315172))",Gabled,Residential,35.0
57,57,91,2020-08-15 03:31:59,4,"MULTIPOLYGON (((48.41290746233157 11.98335857183035, 48.41311301497742 11.98348090052605, 48.41310055266744 11.98351711034775, 48.41308816621359 11.98357046634253, 48.41288431794562 11.98345110804137, 48.4128967803086 11.98339075833853, 48.41290746233157 11.98335857183035)))","MULTILINESTRING ((48.4128967803086 11.98339075833853, 48.41310055266744 11.98351711034775))","MULTILINESTRING ((48.41288431794562 11.98345110804137, 48.41308816621359 11.98357046634253), (48.41290746233157 11.98335857183035, 48.41311301497742 11.98348090052605))",Gabled,Residential,35.0
58,58,94,2020-08-15 03:39:29,4,"MULTIPOLYGON (((48.41258939511861 11.98351672471834, 48.41264903674544 11.98350063146425, 48.41270689795832 11.98352611244989, 48.41269710606539 11.98381042660547, 48.41264280553395 11.98379165114236, 48.41258316389983 11.98381310881448, 48.41258939511861 11.98351672471834)))","MULTILINESTRING ((48.41264280553395 11.98379165114236, 48.41264903674544 11.98350063146425))","MULTILINESTRING ((48.41270689795832 11.98352611244989, 48.41269710606539 11.98381042660547), (48.41258316389983 11.98381310881448, 48.41258939511861 11.98351672471834))",Gabled,Residential,35.0
59,59,95,2020-08-15 03:40:45,4,"MULTIPOLYGON (((48.41261550331983 11.98381388006363, 48.41264487904012 11.98381388006363, 48.41268048595105 11.98382058558617, 48.41267781543363 11.98389032302055, 48.41264843973235 11.98387557087097, 48.41261550331983 11.98386081872139, 48.41261550331983 11.98381388006363)))","MULTILINESTRING ((48.41264487904012 11.98381388006363, 48.41264843973235 11.98387557087097))","MULTILINESTRING ((48.41268048595105 11.98382058558617, 48.41267781543363 11.98389032302055), (48.41261550331983 11.98381388006363, 48.41261550331983 11.98386081872139))",Gabled,Residential,35.0
60,60,96,2020-08-15 03:42:26,4,"MULTIPOLYGON (((48.41255238859672 11.98387190817339, 48.4126093597459 11.9838558149193, 48.41266544065854 11.98388129590494, 48.41266009962189 11.98409721373064, 48.41260490887717 11.98407575605852, 48.41254793772301 11.98409453152162, 48.41255238859672 11.98387190817339)))","MULTILINESTRING ((48.4126093597459 11.9838558149193, 48.41260490887717 11.98407575605852))","MULTILINESTRING ((48.41266544065854 11.98388129590494, 48.41266009962189 11.98409721373064), (48.41255238859672 11.98387190817339, 48.41254793772301 11.98409453152162))",Gabled,Residential,35.0
61,61,97,2020-08-15 05:55:44,4,"MULTIPOLYGON (((48.41070593039132 11.99165734960477, 48.41073263659521 11.99163320972363, 48.41076290360932 11.99162113978307, 48.41079139019438 11.99172574593465, 48.41076290360932 11.99173915697972, 48.41073352680175 11.99176329686085, 48.41070593039132 11.99165734960477)))","MULTILINESTRING ((48.41073263659521 11.99163320972363, 48.41076290360932 11.99173915697972))","MULTILINESTRING ((48.41070593039132 11.99165734960477, 48.41073352680175 11.99176329686085), (48.41079139019438 11.99172574593465, 48.41076290360932 11.99162113978307))",Gabled,Residential,35.0
62,62,98,2020-08-15 05:55:44,4,"MULTIPOLYGON (((48.41070593039132 11.99165734960477, 48.41073263659521 11.99163320972363, 48.41076290360932 11.99162113978307, 48.41079139019438 11.99172574593465, 48.41076290360932 11.99173915697972, 48.41073352680175 11.99176329686085, 48.41070593039132 11.99165734960477)))","MULTILINESTRING ((48.41073263659521 11.99163320972363, 48.41076290360932 11.99173915697972))","MULTILINESTRING ((48.41070593039132 11.99165734960477, 48.41073352680175 11.99176329686085), (48.41079139019438 11.99172574593465, 48.41076290360932 11.99162113978307))",Gabled,Residential,35.0
63,63,99,2020-08-15 05:57:42,4,"MULTIPOLYGON (((48.41080416530052 11.99164219641846, 48.41086291881705 11.99158855223816, 48.41091455063917 11.99156173014801, 48.41098042564643 11.99176021361512, 48.41092523307857 11.99179240012329, 48.41087538167546 11.99183531546753, 48.41084867554655 11.99174546146553, 48.41083948302189 11.99175149202347, 48.41080416530052 11.99164219641846)))","MULTILINESTRING ((48.41086291881705 11.99158855223816, 48.41092523307857 11.99179240012329))","MULTILINESTRING ((48.41091455063917 11.99156173014801, 48.41098042564643 11.99176021361512), (48.41080416530052 11.99164219641846, 48.41083948302189 11.99175149202347))",Gabled,Residential,35.0
64,64,100,2020-08-15 06:01:59,4,"MULTIPOLYGON (((48.40967774762369 11.98841367587359, 48.40971335661239 11.98835064396174, 48.40975964826043 11.9883238218716, 48.4098415487653 11.98848341330798, 48.40980148875224 11.98851828202518, 48.40977478205933 11.98856119736941, 48.40979258652282 11.9885947249821, 48.40969199122218 11.98870737776073, 48.40966350402124 11.98864300474437, 48.40963946793302 11.98861081823619, 48.40968041829872 11.98856522068294, 48.40967596717361 11.98855583295138, 48.40969199122218 11.98853571638377, 48.40970534459213 11.98851962312968, 48.40971068593912 11.98852766975673, 48.40972492952837 11.98851425871165, 48.40967774762369 11.98841367587359)))","MULTILINESTRING ((48.40971335661239 11.98835064396174, 48.40980148875224 11.98851828202518), (48.40977389183599 11.98851425871165, 48.40977478205933 11.98856119736941), (48.40972492952837 11.98851425871165, 48.40977389183599 11.98851425871165), (48.40966350402124 11.98864300474437, 48.40977389183599 11.98851425871165))","MULTILINESTRING ((48.40975964826043 11.9883238218716, 48.4098415487653 11.98848341330798), (48.40967774762369 11.98841367587359, 48.40972492952837 11.98851425871165), (48.40963946793302 11.98861081823619, 48.40968041829872 11.98856522068294), (48.40979258652282 11.9885947249821, 48.40969199122218 11.98870737776073))",Gabled,Residential,35.0
