,Unnamed: 0,id,time_created,labeler_id,area,gables,gutters,roof_type,building_type,slope,image_centroid
33,33,38,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.41230092502721 11.98809800611687, 48.41231071700219 11.98812616931152, 48.41232852059305 11.9881757901783, 48.41234988490209 11.98824150429916, 48.41224217317735 11.98832197056961, 48.41221991868877 11.98825759755325, 48.41219944455928 11.98820261226845, 48.41225641605005 11.98816372023773, 48.41224840443416 11.98813421593857, 48.41227421964091 11.98811007605743, 48.41230092502721 11.98809800611687)))","MULTILINESTRING ((48.41221991868877 11.98825759755325, 48.41232852059305 11.9881757901783), (48.41231071700219 11.98812616931152, 48.41229558394995 11.98817713128281), (48.41229558394995 11.98817713128281, 48.41225641605005 11.98816372023773), (48.41229558394995 11.98817713128281, 48.41227421964091 11.98811007605743))","MULTILINESTRING ((48.41225641605005 11.98816372023773, 48.41219944455928 11.98820261226845), (48.41230092502721 11.98809800611687, 48.41231071700219 11.98812616931152), (48.41225641605005 11.98816372023773, 48.41224840443416 11.98813421593857), (48.41234988490209 11.98824150429916, 48.41224217317735 11.98832197056961))",Gabled,Residential,35.0,POINT (48.412276 11.988212)
34,34,39,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.41210547297135 11.98687790870667, 48.41206274432218 11.9867585504055, 48.41214197035918 11.98668478965759, 48.41210814351192 11.98658554792404, 48.41214553107994 11.98655336141586, 48.41215888378281 11.98659225344658, 48.41222208657637 11.98653860926628, 48.41225235270286 11.98661773443222, 48.41235116270407 11.98653726816177, 48.41237341720885 11.98662578105927, 48.41228083846898 11.98669551849365, 48.41221229459427 11.9867585504055, 48.41222208657637 11.98678939580917, 48.41223632945943 11.98678403139114, 48.41233513946063 11.98705761671066, 48.41238944045229 11.98719575047493, 48.41226748576612 11.987299015522, 48.41221229459427 11.98716222286224, 48.41230131261337 11.98708980321884, 48.41219805171121 11.98681085348129, 48.4121793579272 11.9868309700489, 48.41217223648567 11.98681755900383, 48.41210547297135 11.98687790870667)))","MULTILINESTRING ((48.41221229459427 11.9867585504055, 48.41217223648567 11.98681755900383), (48.41225235270286 11.98661773443222, 48.41219182044988 11.98667406082153, 48.41215888378281 11.98659225344658), (48.41225235270286 11.98661773443222, 48.41228083846898 11.98669551849365), (48.41222208657637 11.98678939580917, 48.4121793579272 11.9868309700489))",,Flat,Unknown,35.0,POINT (48.412239 11.99)
35,35,40,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.41196259575091 11.98794263592815, 48.41199259500269 11.98801250747299, 48.41197010001478 11.98803317389345, 48.41199351189378 11.98809023789024, 48.41199041404819 11.98809230319118, 48.41203140709106 11.98819033793068, 48.41198485038873 11.98823486260033, 48.41193410981449 11.98811684540367, 48.41187304308829 11.98817411056614, 48.41182764362712 11.98807017496681, 48.41196259575091 11.98794263592815)))",,,Flat,Residential,35.0,POINT (48.411935 11.988086)
36,36,41,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.41214194839992 11.98833506745911, 48.41217488515638 11.98840748710251, 48.41221227282587 11.98849868220901, 48.41205560068705 11.98865290922737, 48.41201554246973 11.98856171412086, 48.41198705662631 11.98850270552254, 48.41206361233051 11.98843162698364, 48.41205827123487 11.98841419262505, 48.41214194839992 11.98833506745911)))","MULTILINESTRING ((48.41217488515638 11.98840748710251, 48.41208942762611 11.98848795337295, 48.41209209817393 11.98849331779098, 48.41201554246973 11.98856171412086))","MULTILINESTRING ((48.41221227282587 11.98849868220901, 48.41205560068705 11.98865290922737), (48.41214194839992 11.98833506745911, 48.41205827123487 11.98841419262505))",Gabled,Residential,35.0,POINT (48.412101 11.988496)
37,37,42,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.4117954418417 11.98722979912281, 48.41186113773023 11.98738657423973, 48.4118140467749 11.98741876074791, 48.41177300909926 11.98747039327145, 48.41170758026718 11.98731455692768, 48.4117499532251 11.98726319262505, 48.4117954418417 11.98722979912281)))","MULTILINESTRING ((48.4117499532251 11.98726319262505, 48.4118140467749 11.98741876074791))","MULTILINESTRING ((48.4117954418417 11.98722979912281, 48.41186113773023 11.98738657423973), (48.41170758026718 11.98731455692768, 48.41177300909926 11.98747039327145))",Gabled,Residential,35.0,POINT (48.411782 11.987345)
38,38,43,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.41183768224884 11.98741726256561, 48.41180919625192 11.98743872023773, 48.41178106632997 11.98747050441456, 48.41181889929463 11.98755955375385, 48.41184596099171 11.98753045178604, 48.41187462502611 11.98751046932888, 48.41183768224884 11.98741726256561)))","MULTILINESTRING ((48.41180919625192 11.98743872023773, 48.41184596099171 11.98753045178604))","MULTILINESTRING ((48.41178106632997 11.98747050441456, 48.41181889929463 11.98755955375385), (48.41183768224884 11.98741726256561, 48.41187462502611 11.98751046932888))",Gabled,Residential,35.0,POINT (48.411827 11.987487)
39,39,44,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.41172860758999 11.98767006745911, 48.41175709366198 11.98773846378899, 48.41179893258021 11.98769554844475, 48.41183186960095 11.98777467361069, 48.41178825030322 11.98781758895493, 48.41179448163147 11.98783770552254, 48.41164760032277 11.98796913376427, 48.41159774969678 11.98801607242203, 48.41156837343505 11.98794365277863, 48.41161466330203 11.98790073743439, 48.41161466330203 11.98787391534424, 48.41158350666079 11.98780954232788, 48.41172860758999 11.98767006745911)))","MULTILINESTRING ((48.41175709366198 11.98773846378899, 48.41178825030322 11.98781758895493), (48.41175709366198 11.98773846378899, 48.41161466330203 11.98787391534424), (48.41164760032277 11.98796913376427, 48.41161466330203 11.98790073743439))","MULTILINESTRING ((48.41179448163147 11.98783770552254, 48.41164760032277 11.98796913376427), (48.41172860758999 11.98767006745911, 48.41158350666079 11.98780954232788))",Gabled,Residential,35.0,POINT (48.411693 11.987831)
40,40,45,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.41160616844604 11.98728099751854, 48.41166670149902 11.98742851901436, 48.41161328998169 11.98747813988113, 48.41162753305297 11.98753312516594, 48.41158391364716 11.98756665277863, 48.41153851385742 11.98762297916794, 48.41146373773316 11.98745131779098, 48.41150913752289 11.98739365029716, 48.41155987846435 11.98736146378899, 48.41155720788849 11.98734000611687, 48.41160616844604 11.98728099751854)))","MULTILINESTRING ((48.41155987846435 11.98736146378899, 48.41161328998169 11.98747813988113), (48.41150913752289 11.98739365029716, 48.41158391364716 11.98756665277863))","MULTILINESTRING ((48.41146373773316 11.98745131779098, 48.41153851385742 11.98762297916794), (48.41161328998169 11.98747813988113, 48.41162753305297 11.98753312516594))",Gabled,Residential,35.0,POINT (48.411567 11.987454)
41,41,46,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.41156494483025 11.98794534722138, 48.4115943212318 11.98802313128281, 48.41154981153248 11.98806604662705, 48.41140292952474 11.98819211045075, 48.41135841982543 11.98822966137695, 48.41132904342388 11.98816126504707, 48.41137444331718 11.98812639632988, 48.41136821195927 11.98809823313522, 48.41133972575171 11.98803386011887, 48.41148393717749 11.98790645519066, 48.41151331357904 11.98796546378899, 48.4115222155189 11.98798692146111, 48.41156494483025 11.98794534722138)))","MULTILINESTRING ((48.41137444331718 11.98812639632988, 48.41140292952474 11.98819211045075), (48.4115222155189 11.98798692146111, 48.41154981153248 11.98806604662705), (48.41151331357904 11.98796546378899, 48.41136821195927 11.98809823313522))","MULTILINESTRING ((48.41148393717749 11.98790645519066, 48.41133972575171 11.98803386011887), (48.41154981153248 11.98806604662705, 48.41140292952474 11.98819211045075))",Gabled,Residential,35.0,POINT (48.411451 11.988058)
42,42,47,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.41122407073523 11.98813179629517, 48.41125878848845 11.98819751041603, 48.41129350624168 11.98828870552254, 48.41115374502998 11.9884254981823, 48.41112792926477 11.98835844295692, 48.41109855270435 11.9883892883606, 48.41106650554752 11.98831016319466, 48.41104157998111 11.98825249570084, 48.41107095654153 11.98822165029716, 48.41108519972234 11.98826188343239, 48.41122407073523 11.98813179629517)))","MULTILINESTRING ((48.41111457628276 11.98833162086678, 48.41112792926477 11.98835844295692), (48.41111457628276 11.98833162086678, 48.41125878848845 11.98819751041603), (48.41109499190915 11.98828334110451, 48.41111457628276 11.98833162086678), (48.41108519972234 11.98826188343239, 48.41109499190915 11.98828334110451), (48.41106650554752 11.98831016319466, 48.41109499190915 11.98828334110451))","MULTILINESTRING ((48.41107095654153 11.98822165029716, 48.41104157998111 11.98825249570084), (48.41122407073523 11.98813179629517, 48.41108519972234 11.98826188343239), (48.41129350624168 11.98828870552254, 48.41115374502998 11.9884254981823), (48.41112792926477 11.98835844295692, 48.41109855270435 11.9883892883606))",Gabled,Residential,35.0,POINT (48.411176 11.988282)
43,43,48,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.41122407073523 11.98813179629517, 48.41125878848845 11.98819751041603, 48.41129350624168 11.98828870552254, 48.41115374502998 11.9884254981823, 48.41112792926477 11.98835844295692, 48.41109855270435 11.9883892883606, 48.41106650554752 11.98831016319466, 48.41104157998111 11.98825249570084, 48.41107095654153 11.98822165029716, 48.41108519972234 11.98826188343239, 48.41122407073523 11.98813179629517)))","MULTILINESTRING ((48.41109499190915 11.98828334110451, 48.41111457628276 11.98833162086678), (48.41125878848845 11.98819751041603, 48.41111457628276 11.98833162086678), (48.41111457628276 11.98833162086678, 48.41112792926477 11.98835844295692), (48.41108519972234 11.98826188343239, 48.41109499190915 11.98828334110451), (48.41106650554752 11.98831016319466, 48.41109499190915 11.98828334110451))","MULTILINESTRING ((48.41112792926477 11.98835844295692, 48.41109855270435 11.9883892883606), (48.41107095654153 11.98822165029716, 48.41104157998111 11.98825249570084), (48.41122407073523 11.98813179629517, 48.41108519972234 11.98826188343239), (48.41129350624168 11.98828870552254, 48.41115374502998 11.9884254981823))",Gabled,Residential,35.0,POINT (48.411176 11.988282)
44,44,49,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.41122407073523 11.98813179629517, 48.41125878848845 11.98819751041603, 48.41129350624168 11.98828870552254, 48.41115374502998 11.9884254981823, 48.41112792926477 11.98835844295692, 48.41109855270435 11.9883892883606, 48.41106650554752 11.98831016319466, 48.41104157998111 11.98825249570084, 48.41107095654153 11.98822165029716, 48.41108519972234 11.98826188343239, 48.41122407073523 11.98813179629517)))","MULTILINESTRING ((48.41108519972234 11.98826188343239, 48.41109499190915 11.98828334110451), (48.41106650554752 11.98831016319466, 48.41109499190915 11.98828334110451), (48.41109499190915 11.98828334110451, 48.41111457628276 11.98833162086678), (48.41111457628276 11.98833162086678, 48.41112792926477 11.98835844295692), (48.41125878848845 11.98819751041603, 48.41111457628276 11.98833162086678))","MULTILINESTRING ((48.41112792926477 11.98835844295692, 48.41109855270435 11.9883892883606), (48.41129350624168 11.98828870552254, 48.41115374502998 11.9884254981823), (48.41122407073523 11.98813179629517, 48.41108519972234 11.98826188343239), (48.41107095654153 11.98822165029716, 48.41104157998111 11.98825249570084))",Gabled,Residential,35.0,POINT (48.411176 11.988282)
45,45,50,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.41132724314244 11.98816130919266, 48.41127027057269 11.98820824785042, 48.41129608626836 11.98828469080734, 48.41135750982011 11.98823104662704, 48.41132724314244 11.98816130919266)))",,,Flat,Residential,35.0,POINT (48.411313 11.988223)
46,46,51,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.41114001179614 11.98769130059433, 48.41120944736267 11.98786296197128, 48.41116582758369 11.98789380737495, 48.41112576860301 11.9879380638237, 48.41105455263733 11.98777042576027, 48.41109728221674 11.98772348710251, 48.41114001179614 11.98769130059433)))","MULTILINESTRING ((48.41109728221674 11.98772348710251, 48.41116582758369 11.98789380737495))","MULTILINESTRING ((48.41114001179614 11.98769130059433, 48.41120944736267 11.98786296197128), (48.41105455263733 11.98777042576027, 48.41112576860301 11.9879380638237))",Gabled,Residential,35.0,POINT (48.411132 11.987812)
47,47,52,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.41118868238519 11.98762328587913, 48.41113527045925 11.98766620122337, 48.41116731761481 11.98775471412086, 48.41121894914322 11.98770911656761, 48.41118868238519 11.98762328587913)))",,,Flat,Residential,35.0,POINT (48.411178 11.987689)
48,48,53,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.41134079215696 11.98750864169884, 48.4114066666674 11.98767359755325, 48.41136571764739 11.98770712516594, 48.41132298823521 11.98775272271919, 48.41125622352868 11.98758642576027, 48.41129539215651 11.98754082820702, 48.41134079215696 11.98750864169884)))","MULTILINESTRING ((48.41129539215651 11.98754082820702, 48.41136571764739 11.98770712516594))","MULTILINESTRING ((48.41134079215696 11.98750864169884, 48.4114066666674 11.98767359755325), (48.41125622352868 11.98758642576027, 48.41132298823521 11.98775272271919))",Gabled,Residential,35.0,POINT (48.411331 11.987628)
49,49,54,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.41138935292948 11.98743260367012, 48.41142139996026 11.98751306994057, 48.41136620785171 11.98756805522537, 48.41132703925854 11.98748893005943, 48.41138935292948 11.98743260367012)))",,,Flat,Residential,35.0,POINT (48.411376 11.987501)
50,50,55,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.41109590200359 11.9887519361763, 48.41117780043659 11.98895578406143, 48.41112438841507 11.98900138161468, 48.41109234120216 11.98891286871719, 48.41103892918063 11.98895846627045, 48.41099352896234 11.98884581349182, 48.41109590200359 11.9887519361763)))",,,Flat,Residential,35.0,POINT (48.411087 11.988878)
51,51,56,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.41087002367988 11.98895788954925, 48.41094391064821 11.98914027976227, 48.41085221959113 11.98922208713722, 48.41081305059587 11.98913089203072, 48.4107925758938 11.9891456441803, 48.41075607751186 11.98906383680534, 48.41087002367988 11.98895788954925)))",,,Flat,Residential,35.0,POINT (48.410854 11.989092)
52,52,57,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.41129924315027 11.98854670304108, 48.41132861964773 11.9886043705349, 48.4113553255545 11.98868751901436, 48.41134731378246 11.98869288343239, 48.41139182362708 11.98880419510651, 48.41134731378246 11.98882565277863, 48.41131081570988 11.98887795585442, 48.41126274507769 11.98877334970284, 48.41122179602064 11.98880553621101, 48.41119509011386 11.98872641104508, 48.41117016460088 11.9886767901783, 48.41129924315027 11.98854670304108)))","MULTILINESTRING ((48.41127431763729 11.98865667361069, 48.41119509011386 11.98872641104508), (48.41134731378246 11.98869288343239, 48.41127431763729 11.98865667361069), (48.41132861964773 11.9886043705349, 48.41127431763729 11.98865667361069), (48.41127431763729 11.98865667361069, 48.41126274507769 11.98877334970284), (48.41127431763729 11.98865667361069, 48.41134731378246 11.98882565277863))","MULTILINESTRING ((48.41129924315027 11.98854670304108, 48.41117016460088 11.9886767901783), (48.41126274507769 11.98877334970284, 48.41122179602064 11.98880553621101), (48.41126274507769 11.98877334970284, 48.41131081570988 11.98887795585442), (48.41134731378246 11.98869288343239, 48.41139182362708 11.98880419510651))",Gabled,Residential,35.0,POINT (48.411285 11.988713)
53,53,59,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.41163792116711 11.98916350429916, 48.41150617268773 11.98927347486877, 48.41147501595275 11.9891876441803, 48.41144118864047 11.98910181349182, 48.41157115673499 11.98899586623573, 48.41160587423969 11.98907633250618, 48.41163792116711 11.98916350429916)))","MULTILINESTRING ((48.41160587423969 11.98907633250618, 48.41147501595275 11.9891876441803))","MULTILINESTRING ((48.41157115673499 11.98899586623573, 48.41144118864047 11.98910181349182), (48.41163792116711 11.98916350429916, 48.41150617268773 11.98927347486877))",Gabled,Residential,35.0,POINT (48.41154 11.989134)
54,54,60,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.41152168231523 11.98834479629517, 48.41160981141588 11.98855937301636, 48.41155372926092 11.9886022883606, 48.41151367057881 11.98864386260033, 48.41148429421192 11.98856876074791, 48.41146738054614 11.98858351289749, 48.41141040819824 11.98844806134224, 48.4114638197744 11.98839307605743, 48.41152168231523 11.98834479629517)))","MULTILINESTRING ((48.4114638197744 11.98839307605743, 48.41155372926092 11.9886022883606))","MULTILINESTRING ((48.41152168231523 11.98834479629517, 48.41160981141588 11.98855937301636), (48.41141040819824 11.98844806134224, 48.41146738054614 11.98858351289749))",Gabled,Residential,35.0,POINT (48.411511 11.988495)
